Section,Type,Key,English,German
PDF Page Numbers,UI String,pdfPageNumbers.preview,Preview,Vorschau
PDF Page Numbers,UI String,pdfPageNumbers.changeFile,Change file,Datei ändern
PDF Page Numbers,UI String,pdfPageNumbers.addButton,Add Page Numbers →,Seitenzahlen hinzufügen →
PDF Page Numbers,UI String,pdfPageNumbers.pages,{count} pages,{count} Seiten
PDF Password,UI String,pdfPassword.dropTitle,Drop PDF to password-protect,PDF zum Passwortschutz ablegen
PDF Password,UI String,pdfPassword.dropSubtitle,PDF • Max 200MB,PDF • Max 200 MB
PDF Password,UI String,pdfPassword.chooseFile,Choose File,Datei auswählen
PDF Password,UI String,pdfPassword.reading,Reading PDF...,PDF wird gelesen...
PDF Password,UI String,pdfPassword.readError,Failed to read PDF — file may be corrupted,PDF konnte nicht gelesen werden — Datei ist möglicherweise beschädigt
PDF Password,UI String,pdfPassword.fileTooLarge,File too large (max 200MB),Datei zu groß (max. 200 MB)
PDF Password,UI String,pdfPassword.encrypting,Encrypting PDF...,PDF wird verschlüsselt...
PDF Password,UI String,pdfPassword.encryptError,Encryption failed,Verschlüsselung fehlgeschlagen
PDF Password,UI String,pdfPassword.success,PDF Protected Successfully,PDF erfolgreich geschützt
PDF Password,UI String,pdfPassword.protectAnother,Protect another PDF,Weitere PDF schützen
PDF Password,UI String,pdfPassword.mergeLink,Merge PDFs,PDFs zusammenführen
PDF Password,UI String,pdfPassword.splitLink,Split PDF,PDF aufteilen
PDF Password,UI String,pdfPassword.privacyBadge,Private — encryption happens in your browser,Privat — Verschlüsselung erfolgt in Ihrem Browser
PDF Password,UI String,pdfPassword.privacyNote,All encryption happens locally — your PDF never leaves your device,Die gesamte Verschlüsselung erfolgt lokal — Ihre PDF verlässt nie Ihr Gerät
PDF Password,UI String,pdfPassword.password,Password,Passwort
PDF Password,UI String,pdfPassword.passwordPlaceholder,Enter password (min 4 characters),Passwort eingeben (mind. 4 Zeichen)
PDF Password,UI String,pdfPassword.confirmPassword,Confirm Password,Passwort bestätigen
PDF Password,UI String,pdfPassword.confirmPlaceholder,Re-enter password,Passwort erneut eingeben
PDF Password,UI String,pdfPassword.mismatch,Passwords do not match,Passwörter stimmen nicht überein
PDF Password,UI String,pdfPassword.tooShort,Password must be at least 4 characters,Passwort muss mindestens 4 Zeichen lang sein
PDF Password,UI String,pdfPassword.protectButton,Protect PDF →,PDF schützen →
PDF Password,UI String,pdfPassword.pages,{count} pages,{count} Seiten
PDF Password,UI String,pdfPassword.page,{count} page,{count} Seite
Sign PDF,UI String,signPdf.dropTitle,Drop a PDF to sign,PDF zum Unterschreiben ablegen
Sign PDF,UI String,signPdf.dropSubtitle,PDF files only,Nur PDF-Dateien
Sign PDF,UI String,signPdf.readError,Failed to read PDF.,PDF konnte nicht gelesen werden.
Sign PDF,UI String,signPdf.adding,Adding signature...,Unterschrift wird hinzugefügt...
Sign PDF,UI String,signPdf.addError,Failed to sign PDF,PDF konnte nicht unterschrieben werden
Sign PDF,UI String,signPdf.success,PDF signed successfully,PDF erfolgreich unterschrieben
Sign PDF,UI String,signPdf.signAnother,Sign another PDF,Weitere PDF unterschreiben
Sign PDF,UI String,signPdf.tryAgain,Try again,Erneut versuchen
Sign PDF,UI String,signPdf.drawTitle,Draw Your Signature,Unterschrift zeichnen
Sign PDF,UI String,signPdf.clear,Clear,Löschen
Sign PDF,UI String,signPdf.placement,Placement,Platzierung
Sign PDF,UI String,signPdf.page,Page,Seite
Sign PDF,UI String,signPdf.size,Size ({value}% of page),Größe ({value}% der Seite)
Sign PDF,UI String,signPdf.horizontal,Horizontal ({value}%),Horizontal ({value}%)
Sign PDF,UI String,signPdf.vertical,Vertical ({value}%),Vertikal ({value}%)
Sign PDF,UI String,signPdf.changeFile,Change file,Datei ändern
Sign PDF,UI String,signPdf.signButton,Sign PDF →,PDF unterschreiben →
Sign PDF,UI String,signPdf.pages,{count} pages,{count} Seiten
PDF Form Filler,UI String,pdfFormFiller.dropTitle,Drop a PDF form to fill,PDF-Formular zum Ausfüllen ablegen
PDF Form Filler,UI String,pdfFormFiller.dropSubtitle,Works with PDFs that have fillable form fields,Funktioniert mit PDFs mit ausfüllbaren Formularfeldern
PDF Form Filler,UI String,pdfFormFiller.analyzing,Analyzing PDF form fields...,PDF-Formularfelder werden analysiert...
PDF Form Filler,UI String,pdfFormFiller.readError,Failed to read PDF or detect form fields.,PDF konnte nicht gelesen oder Formularfelder nicht erkannt werden.
PDF Form Filler,UI String,pdfFormFiller.noFields,No fillable form fields detected in this PDF. This tool works with PDFs that have interactive form fields.,"Keine ausfüllbaren Formularfelder in dieser PDF gefunden. Dieses Tool funktioniert mit PDFs, die interaktive Formularfelder haben."
PDF Form Filler,UI String,pdfFormFiller.filling,Filling form fields...,Formularfelder werden ausgefüllt...
PDF Form Filler,UI String,pdfFormFiller.fillError,Failed to fill form,Formular konnte nicht ausgefüllt werden
PDF Form Filler,UI String,pdfFormFiller.success,{count} fields filled,{count} Felder ausgefüllt
PDF Form Filler,UI String,pdfFormFiller.fillAnother,Fill another PDF,Weitere PDF ausfüllen
PDF Form Filler,UI String,pdfFormFiller.tryAgain,Try again,Erneut versuchen
PDF Form Filler,UI String,pdfFormFiller.fieldsTitle,Form Fields ({count}),Formularfelder ({count})
PDF Form Filler,UI String,pdfFormFiller.checked,Checked,Aktiviert
PDF Form Filler,UI String,pdfFormFiller.select,— Select —,— Auswählen —
PDF Form Filler,UI String,pdfFormFiller.changeFile,Change file,Datei ändern
PDF Form Filler,UI String,pdfFormFiller.fillButton,Fill & Download →,Ausfüllen & Herunterladen →
PDF Form Filler,UI String,pdfFormFiller.pages,{count} pages,{count} Seiten
PDF Form Filler,UI String,pdfFormFiller.fields,{count} fields,{count} Felder
PDF to Images,UI String,pdfToImages.dropTitle,Drop a PDF to convert to images,PDF zum Konvertieren in Bilder ablegen
PDF to Images,UI String,pdfToImages.dropSubtitle,Each page becomes a separate image,Jede Seite wird ein separates Bild
PDF to Images,UI String,pdfToImages.reading,Reading PDF...,PDF wird gelesen...
PDF to Images,UI String,pdfToImages.readError,Failed to read PDF file.,PDF-Datei konnte nicht gelesen werden.
PDF to Images,UI String,pdfToImages.converting,Converting pages...,Seiten werden konvertiert...
PDF to Images,UI String,pdfToImages.renderingPage,Rendering page {current} of {total}...,Seite {current} von {total} wird gerendert...
PDF to Images,UI String,pdfToImages.conversionError,Conversion failed,Konvertierung fehlgeschlagen
PDF to Images,UI String,pdfToImages.success,{count} pages converted to {format},{count} Seiten in {format} konvertiert
PDF to Images,UI String,pdfToImages.convertAnother,Convert another PDF,Weitere PDF konvertieren
PDF to Images,UI String,pdfToImages.tryAgain,Try again,Erneut versuchen
PDF to Images,UI String,pdfToImages.settingsTitle,Output Settings,Ausgabe-Einstellungen
PDF to Images,UI String,pdfToImages.format,Format,Format
PDF to Images,UI String,pdfToImages.pngOption,PNG (lossless),PNG (verlustfrei)
PDF to Images,UI String,pdfToImages.jpgOption,JPG (smaller),JPG (kleiner)
PDF to Images,UI String,pdfToImages.quality,Quality,Qualität
PDF to Images,UI String,pdfToImages.changeFile,Change file,Datei ändern
PDF to Images,UI String,pdfToImages.convertButton,Convert {count} Pages →,{count} Seiten konvertieren →
PDF to Images,UI String,pdfToImages.pages,{count} pages,{count} Seiten
PDF to Images,UI String,pdfToImages.pageLabel,Page {number},Seite {number}
Image Converter,UI String,imageConverter.dropTitle,Drop images to convert,Bilder zum Konvertieren ablegen
Image Converter,UI String,imageConverter.dropTitleMore,Add more images,Weitere Bilder hinzufügen
Image Converter,UI String,imageConverter.dropSubtitle,"HEIC, WebP, PNG, JPG, BMP, GIF, AVIF, TIFF • Max 100MB","HEIC, WebP, PNG, JPG, BMP, GIF, AVIF, TIFF • Max 100 MB"
Image Converter,UI String,imageConverter.chooseFiles,Choose Files,Dateien auswählen
Image Converter,UI String,imageConverter.privacyBadge,Private — processing happens in your browser,Privat — Verarbeitung erfolgt in Ihrem Browser
Image Converter,UI String,imageConverter.privacyNote,All processing happens locally — files never leave your device,Alle Verarbeitung erfolgt lokal — Dateien verlassen nie Ihr Gerät
Image Converter,UI String,imageConverter.converting,Converting {name},{name} wird konvertiert
Image Converter,UI String,imageConverter.conversionError,Conversion failed,Konvertierung fehlgeschlagen
Image Converter,UI String,imageConverter.success,{count} images converted to {format},{count} Bilder in {format} konvertiert
Image Converter,UI String,imageConverter.successSingle,1 image converted to {format},1 Bild in {format} konvertiert
Image Converter,UI String,imageConverter.compressLink,Compress images,Bilder komprimieren
Image Converter,UI String,imageConverter.svgLink,Convert to SVG,In SVG konvertieren
Image Converter,UI String,imageConverter.bgLink,Remove background,Hintergrund entfernen
Image Converter,UI String,imageConverter.convertMore,Convert more images,Weitere Bilder konvertieren
Image Converter,UI String,imageConverter.convertTo,Convert to,Konvertieren nach
Image Converter,UI String,imageConverter.quality,Quality,Qualität
Image Converter,UI String,imageConverter.images,{count} images,{count} Bilder
Image Converter,UI String,imageConverter.image,1 image,1 Bild
Image Converter,UI String,imageConverter.convertButton,Convert to {format} →,In {format} konvertieren →
Image Compressor,UI String,imageCompressor.dropTitle,Drop images to compress,Bilder zum Komprimieren ablegen
Image Compressor,UI String,imageCompressor.dropTitleMore,Add more images,Weitere Bilder hinzufügen
Image Compressor,UI String,imageCompressor.dropSubtitle,"PNG, JPG, WebP • Max 50MB each","PNG, JPG, WebP • Max 50 MB pro Datei"
Image Compressor,UI String,imageCompressor.chooseFiles,Choose Files,Dateien auswählen
Image Compressor,UI String,imageCompressor.compressing,Compressing {name},{name} wird komprimiert
Image Compressor,UI String,imageCompressor.compressionError,Compression failed,Komprimierung fehlgeschlagen
Image Compressor,UI String,imageCompressor.success,{count} images compressed,{count} Bilder komprimiert
Image Compressor,UI String,imageCompressor.successSingle,1 image compressed,1 Bild komprimiert
Image Compressor,UI String,imageCompressor.original,Original,Original
Image Compressor,UI String,imageCompressor.compressed,Compressed,Komprimiert
Image Compressor,UI String,imageCompressor.saved,Saved,Gespart
Image Compressor,UI String,imageCompressor.same,Same,Gleich
Image Compressor,UI String,imageCompressor.svgLink,Convert to SVG,In SVG konvertieren
Image Compressor,UI String,imageCompressor.bgLink,Remove background,Hintergrund entfernen
Image Compressor,UI String,imageCompressor.compressMore,Compress more images,Weitere Bilder komprimieren
Image Compressor,UI String,imageCompressor.quality,Quality,Qualität
Image Compressor,UI String,imageCompressor.outputFormat,Output Format,Ausgabeformat
Image Compressor,UI String,imageCompressor.images,{count} images,{count} Bilder
Image Compressor,UI String,imageCompressor.image,1 image,1 Bild
Image Compressor,UI String,imageCompressor.compressButton,Compress {count} Images →,{count} Bilder komprimieren →
Image Compressor,UI String,imageCompressor.compressButtonSingle,Compress 1 Image →,1 Bild komprimieren →
Image Resize,UI String,imageResize.dropTitle,Drop an image to resize,Bild zum Ändern der Größe ablegen
Image Resize,UI String,imageResize.dropSubtitle,"Supports JPG, PNG, WebP, BMP, GIF","Unterstützt JPG, PNG, WebP, BMP, GIF"
Image Resize,UI String,imageResize.resizeError,Resize failed. Try a different image.,Größenänderung fehlgeschlagen. Versuchen Sie ein anderes Bild.
Image Resize,UI String,imageResize.tryAgain,Try again,Erneut versuchen
Image Resize,UI String,imageResize.resizedTo,Resized to {w} × {h},Größe geändert auf {w} × {h}
Image Resize,UI String,imageResize.resizeAnother,Resize another image,Weiteres Bild skalieren
Image Resize,UI String,imageResize.original,Original,Original
Image Resize,UI String,imageResize.dimensions,Dimensions,Abmessungen
Image Resize,UI String,imageResize.percentage,Percentage,Prozentsatz
Image Resize,UI String,imageResize.presets,Presets,Voreinstellungen
Image Resize,UI String,imageResize.widthPx,Width (px),Breite (px)
Image Resize,UI String,imageResize.heightPx,Height (px),Höhe (px)
Image Resize,UI String,imageResize.scale,Scale: {value}%,Skalierung: {value}%
Image Resize,UI String,imageResize.output,Output: {w} × {h},Ausgabe: {w} × {h}
Image Resize,UI String,imageResize.format,Format,Format
Image Resize,UI String,imageResize.qualityLabel,Quality: {value}%,Qualität: {value}%
Image Resize,UI String,imageResize.changeImage,Change image,Bild ändern
Image Resize,UI String,imageResize.resizeButton,Resize to {w} × {h} →,Auf {w} × {h} skalieren →
SVG Vectorizer,UI String,vectorizer.dropTitle,Drop your image here or click to browse,Bild hier ablegen oder klicken zum Durchsuchen
SVG Vectorizer,UI String,vectorizer.dropSubtitle,"Supports PNG, JPG, WebP, BMP • Max recommended: 4000×4000px","Unterstützt PNG, JPG, WebP, BMP • Empfohlen max: 4000×4000px"
SVG Vectorizer,UI String,vectorizer.preset,Preset,Voreinstellung
SVG Vectorizer,UI String,vectorizer.customSettings,Custom settings,Benutzerdefinierte Einstellungen
SVG Vectorizer,UI String,vectorizer.colorMode,Color Mode,Farbmodus
SVG Vectorizer,UI String,vectorizer.bw,B&W,S&W
SVG Vectorizer,UI String,vectorizer.color,Color,Farbe
SVG Vectorizer,UI String,vectorizer.colorServerNote,Uses server processing,Verwendet Server-Verarbeitung
SVG Vectorizer,UI String,vectorizer.traceMode,Trace Mode,Nachzeichnungsmodus
SVG Vectorizer,UI String,vectorizer.spline,Spline,Spline
SVG Vectorizer,UI String,vectorizer.polygon,Polygon,Polygon
SVG Vectorizer,UI String,vectorizer.qualitySettings,Quality Settings,Qualitätseinstellungen
SVG Vectorizer,UI String,vectorizer.filterSpeckle,Filter Speckle,Fleckenfilter
SVG Vectorizer,UI String,vectorizer.cornerThreshold,Corner Threshold,Eckenschwelle
SVG Vectorizer,UI String,vectorizer.spliceThreshold,Splice Threshold,Verbindungsschwelle
SVG Vectorizer,UI String,vectorizer.lengthThreshold,Length Threshold,Längenschwelle
SVG Vectorizer,UI String,vectorizer.pathPrecision,Path Precision,Pfadgenauigkeit
SVG Vectorizer,UI String,vectorizer.maxIterations,Max Iterations,Max. Iterationen
SVG Vectorizer,UI String,vectorizer.colorPrecision,Color Precision,Farbgenauigkeit
SVG Vectorizer,UI String,vectorizer.layerDifference,Layer Difference,Ebenendifferenz
SVG Vectorizer,UI String,vectorizer.options,Options,Optionen
SVG Vectorizer,UI String,vectorizer.invertColors,Invert colors,Farben invertieren
SVG Vectorizer,UI String,vectorizer.converting,Converting...,Wird konvertiert...
SVG Vectorizer,UI String,vectorizer.convertButton,Convert to SVG,In SVG konvertieren
SVG Vectorizer,UI String,vectorizer.newImage,New Image,Neues Bild
SVG Vectorizer,UI String,vectorizer.slider,Slider,Schieberegler
SVG Vectorizer,UI String,vectorizer.sideBySide,Side by Side,Nebeneinander
